equipo_slug,cpath,pID,image_url,fichero
bundesliga-rb-leipzig,,18754,,futbolmodaes_img/bundesliga-rb-leipzig/18754.jpg
bundesliga-rb-leipzig,,21517,,futbolmodaes_img/bundesliga-rb-leipzig/21517.jpg
bundesliga-rb-leipzig,,28119,,futbolmodaes_img/bundesliga-rb-leipzig/28119.png
bundesliga-rb-leipzig,,28120,,futbolmodaes_img/bundesliga-rb-leipzig/28120.jpg
bundesliga-rb-leipzig,,28121,,futbolmodaes_img/bundesliga-rb-leipzig/28121.jpg
bundesliga-rb-leipzig,,28122,,futbolmodaes_img/bundesliga-rb-leipzig/28122.jpg
bundesliga-rb-leipzig,,28123,,futbolmodaes_img/bundesliga-rb-leipzig/28123.jpg
bundesliga-rb-leipzig,,28124,,futbolmodaes_img/bundesliga-rb-leipzig/28124.jpg
bundesliga-rb-leipzig,,28125,,futbolmodaes_img/bundesliga-rb-leipzig/28125.jpg
bundesliga-rb-leipzig,,28126,,futbolmodaes_img/bundesliga-rb-leipzig/28126.jpg
bundesliga-rb-leipzig,,28127,,futbolmodaes_img/bundesliga-rb-leipzig/28127.jpg
bundesliga-rb-leipzig,,28128,,futbolmodaes_img/bundesliga-rb-leipzig/28128.jpg
bundesliga-rb-leipzig,,28129,,futbolmodaes_img/bundesliga-rb-leipzig/28129.jpg
bundesliga-rb-leipzig,,28130,,futbolmodaes_img/bundesliga-rb-leipzig/28130.jpg
bundesliga-rb-leipzig,,28131,,futbolmodaes_img/bundesliga-rb-leipzig/28131.jpg
bundesliga-rb-leipzig,,28132,,futbolmodaes_img/bundesliga-rb-leipzig/28132.jpg
bundesliga-rb-leipzig,,28133,,futbolmodaes_img/bundesliga-rb-leipzig/28133.jpg
bundesliga-rb-leipzig,,28134,,futbolmodaes_img/bundesliga-rb-leipzig/28134.jpg
bundesliga-rb-leipzig,,28135,,futbolmodaes_img/bundesliga-rb-leipzig/28135.jpg
bundesliga-rb-leipzig,,28136,,futbolmodaes_img/bundesliga-rb-leipzig/28136.jpg
bundesliga-rb-leipzig,,28137,,futbolmodaes_img/bundesliga-rb-leipzig/28137.jpg
bundesliga-rb-leipzig,,28138,,futbolmodaes_img/bundesliga-rb-leipzig/28138.jpg
bundesliga-rb-leipzig,,29638,,futbolmodaes_img/bundesliga-rb-leipzig/29638.jpg
bundesliga-rb-leipzig,,29960,,futbolmodaes_img/bundesliga-rb-leipzig/29960.jpg
bundesliga-rb-leipzig,,29961,,futbolmodaes_img/bundesliga-rb-leipzig/29961.jpg
bundesliga-rb-leipzig,,29962,,futbolmodaes_img/bundesliga-rb-leipzig/29962.jpg
